m54329U_190528_231241/458993/ccs	10180
m54329U_190528_231241/395451/ccs	1787
m54329U_190528_231241/592289/ccs	10113
m54329U_190528_231241/525386/ccs	10678
m54329U_190528_231241/264405/ccs	10271
m54329U_190528_231241/854594/ccs	10095
m54329U_190528_231241/723617/ccs	10937
m54329U_190528_231241/722406/ccs	9792
m54329U_190528_231241/920001/ccs	10837
m54329U_190528_231241/1180705/ccs	9649
m54329U_190528_231241/524294/ccs	10225
m54329U_190528_231241/67628/ccs	9825
m54329U_190528_231241/1179861/ccs	10119
m54329U_190528_231241/789076/ccs	10514
m54329U_190528_231241/1704467/ccs	10246
m54329U_190528_231241/1508764/ccs	10825
m54329U_190528_231241/2032527/ccs	9528
m54329U_190528_231241/2359553/ccs	10205
m54329U_190528_231241/2425484/ccs	9874
m54329U_190528_231241/2493037/ccs	10397
m54329U_190528_231241/1836064/ccs	10227
m54329U_190528_231241/2427008/ccs	9862
m54329U_190528_231241/2556466/ccs	9773
m54329U_190528_231241/2230073/ccs	10814
m54329U_190528_231241/2883883/ccs	10873
m54329U_190528_231241/4129892/ccs	10209
m54329U_190528_231241/3671827/ccs	11371
m54329U_190528_231241/4129667/ccs	9728
m54329U_190528_231241/3607099/ccs	9483
m54329U_190528_231241/4131282/ccs	10388
m54329U_190528_231241/4786722/ccs	3373
m54329U_190528_231241/4917707/ccs	11015
m54329U_190528_231241/4588464/ccs	1246
m54329U_190528_231241/4523716/ccs	10568
m54329U_190528_231241/4719352/ccs	10206
m54329U_190528_231241/4719608/ccs	10756
m54329U_190528_231241/5113122/ccs	10359
m54329U_190528_231241/4523543/ccs	9197
m54329U_190528_231241/5505575/ccs	10029
m54329U_190528_231241/5506684/ccs	10337
m54329U_190528_231241/5311062/ccs	10563
m54329U_190528_231241/6030429/ccs	9881
m54329U_190528_231241/5507576/ccs	14470
m54329U_190528_231241/5571646/ccs	9697
m54329U_190528_231241/4852378/ccs	9799
m54329U_190528_231241/6096498/ccs	10060
m54329U_190528_231241/6423827/ccs	9722
m54329U_190528_231241/6816791/ccs	9966
m54329U_190528_231241/6423162/ccs	10056
m54329U_190528_231241/6162254/ccs	10442
m54329U_190528_231241/6882377/ccs	9787
m54329U_190528_231241/7145569/ccs	9800
m54329U_190528_231241/7144506/ccs	11869
m54329U_190528_231241/7079171/ccs	10496
m54329U_190528_231241/7734646/ccs	10559
m54329U_190528_231241/7996797/ccs	10901
m54329U_190528_231241/7144792/ccs	9954
m54329U_190528_231241/8391050/ccs	10804
m54329U_190528_231241/7865389/ccs	11047
m54329U_190528_231241/8060974/ccs	10842
m54329U_190528_231241/8194499/ccs	9979
m54329U_190528_231241/8194784/ccs	10281
m54329U_190528_231241/8456135/ccs	10944
m54329U_190528_231241/9046385/ccs	10231
m54329U_190528_231241/8454597/ccs	10234
m54329U_190528_231241/9700999/ccs	11880
m54329U_190528_231241/9177212/ccs	9914
m54329U_190528_231241/10027931/ccs	10427
m54329U_190528_231241/9505365/ccs	9205
m54329U_190528_231241/9373121/ccs	9815
m54329U_190528_231241/9963943/ccs	10678
m54329U_190528_231241/9830502/ccs	9560
m54329U_190528_231241/9961546/ccs	10067
m54329U_190528_231241/10879778/ccs	10218
m54329U_190528_231241/10420321/ccs	10680
m54329U_190528_231241/10355363/ccs	11571
m54329U_190528_231241/11731692/ccs	10170
m54329U_190528_231241/11602292/ccs	9794
m54329U_190528_231241/11536083/ccs	10364
m54329U_190528_231241/12453431/ccs	9462
m54329U_190528_231241/12257226/ccs	10054
m54329U_190528_231241/13108376/ccs	10886
m54329U_190528_231241/13041761/ccs	9664
m54329U_190528_231241/12913040/ccs	9878
m54329U_190528_231241/13371481/ccs	10113
m54329U_190528_231241/12977845/ccs	10276
m54329U_190528_231241/13501319/ccs	10241
m54329U_190528_231241/13240306/ccs	10140
m54329U_190528_231241/12977366/ccs	10980
m54329U_190528_231241/14025740/ccs	11044
m54329U_190528_231241/13631927/ccs	10409
m54329U_190528_231241/14091354/ccs	9775
m54329U_190528_231241/14812199/ccs	10986
m54329U_190528_231241/14221763/ccs	10708
m54329U_190528_231241/14485572/ccs	10125
m54329U_190528_231241/14681642/ccs	11973
m54329U_190528_231241/15139185/ccs	10694
m54329U_190528_231241/14287653/ccs	9232
m54329U_190528_231241/15204715/ccs	10611
m54329U_190528_231241/14419694/ccs	10505
m54329U_190528_231241/15534100/ccs	11788
m54329U_190528_231241/15534129/ccs	11373
m54329U_190528_231241/15796461/ccs	9715
m54329U_190528_231241/15073982/ccs	9051
m54329U_190528_231241/15600133/ccs	7505
m54329U_190528_231241/16187803/ccs	11144
m54329U_190528_231241/15468666/ccs	10327
m54329U_190528_231241/15927202/ccs	11228
m54329U_190528_231241/15729986/ccs	10773
m54329U_190528_231241/16255394/ccs	10057
m54329U_190528_231241/16975007/ccs	9591
m54329U_190528_231241/16975728/ccs	10593
m54329U_190528_231241/16385506/ccs	9790
m54329U_190528_231241/16385699/ccs	10558
m54329U_190528_231241/17172587/ccs	10197
m54329U_190528_231241/17367529/ccs	10762
m54329U_190528_231241/17631209/ccs	10407
m54329U_190528_231241/18549123/ccs	10652
m54329U_190528_231241/18549326/ccs	9556
m54329U_190528_231241/17761923/ccs	9957
m54329U_190528_231241/18286780/ccs	11168
m54329U_190528_231241/18680185/ccs	10041
m54329U_190528_231241/18614598/ccs	10696
m54329U_190528_231241/18679234/ccs	10976
m54329U_190528_231241/18940364/ccs	11514
m54329U_190528_231241/18744705/ccs	10667
m54329U_190528_231241/19466752/ccs	11135
m54329U_190528_231241/18942259/ccs	10082
m54329U_190528_231241/18942485/ccs	10474
m54329U_190528_231241/19728836/ccs	10661
m54329U_190528_231241/19137484/ccs	10419
m54329U_190528_231241/20055954/ccs	9807
m54329U_190528_231241/20056805/ccs	10376
m54329U_190528_231241/19464942/ccs	10213
m54329U_190528_231241/19465064/ccs	9656
m54329U_190528_231241/19465238/ccs	9878
m54329U_190528_231241/19925533/ccs	10038
m54329U_190528_231241/19792451/ccs	9926
m54329U_190528_231241/19728539/ccs	10448
m54329U_190528_231241/19663293/ccs	11285
m54329U_190528_231241/20513244/ccs	10441
m54329U_190528_231241/20711343/ccs	10215
m54329U_190528_231241/20711557/ccs	9559
m54329U_190528_231241/21039898/ccs	9560
m54329U_190528_231241/21433099/ccs	9480
m54329U_190528_231241/21759891/ccs	9872
m54329U_190528_231241/21823684/ccs	10615
m54329U_190528_231241/21299799/ccs	848
m54329U_190528_231241/21955602/ccs	12046
m54329U_190528_231241/21890039/ccs	11508
m54329U_190528_231241/23003583/ccs	10758
m54329U_190528_231241/22349460/ccs	10452
m54329U_190528_231241/22481604/ccs	9954
m54329U_190528_231241/23003186/ccs	10549
m54329U_190528_231241/22742993/ccs	9900
m54329U_190528_231241/22414974/ccs	10266
m54329U_190528_231241/23070607/ccs	9698
m54329U_190528_231241/23462850/ccs	10039
m54329U_190528_231241/23791237/ccs	11076
m54329U_190528_231241/23398960/ccs	9975
m54329U_190528_231241/23988940/ccs	9406
m54329U_190528_231241/23987469/ccs	10026
m54329U_190528_231241/23595017/ccs	9280
m54329U_190528_231241/24117859/ccs	11145
m54329U_190528_231241/24906325/ccs	10708
m54329U_190528_231241/25625789/ccs	10057
m54329U_190528_231241/25496173/ccs	10754
m54329U_190528_231241/25692923/ccs	9956
m54329U_190528_231241/25691207/ccs	10076
m54329U_190528_231241/26413590/ccs	9577
m54329U_190528_231241/26674648/ccs	9949
m54329U_190528_231241/26412749/ccs	9488
m54329U_190528_231241/26544428/ccs	9363
m54329U_190528_231241/26476950/ccs	10669
m54329U_190528_231241/26675106/ccs	10088
m54329U_190528_231241/26411926/ccs	10276
m54329U_190528_231241/26805940/ccs	10320
m54329U_190528_231241/27593201/ccs	9433
m54329U_190528_231241/27853925/ccs	10739
m54329U_190528_231241/28050826/ccs	10347
m54329U_190528_231241/28639799/ccs	11407
m54329U_190528_231241/28248701/ccs	10309
m54329U_190528_231241/28181871/ccs	10472
m54329U_190528_231241/28377714/ccs	9747
m54329U_190528_231241/29360156/ccs	10899
m54329U_190528_231241/29426370/ccs	9923
m54329U_190528_231241/29230940/ccs	10731
m54329U_190528_231241/29755693/ccs	9489
m54329U_190528_231241/30278304/ccs	10105
m54329U_190528_231241/30673244/ccs	9602
m54329U_190528_231241/30804437/ccs	10974
m54329U_190528_231241/30870027/ccs	10847
m54329U_190528_231241/30998790/ccs	10491
m54329U_190528_231241/30803807/ccs	9758
m54329U_190528_231241/30804411/ccs	10113
m54329U_190528_231241/31591166/ccs	10045
m54329U_190528_231241/31524033/ccs	10045
m54329U_190528_231241/32113350/ccs	10696
m54329U_190528_231241/31785433/ccs	10339
m54329U_190528_231241/32246345/ccs	1489
m54329U_190528_231241/32245225/ccs	9597
m54329U_190528_231241/32574122/ccs	9987
m54329U_190528_231241/31459587/ccs	11313
m54329U_190528_231241/32705185/ccs	10701
m54329U_190528_231241/32705125/ccs	10334
m54329U_190528_231241/31851946/ccs	10363
m54329U_190528_231241/32571696/ccs	10346
m54329U_190528_231241/32769796/ccs	10377
m54329U_190528_231241/32376521/ccs	10458
m54329U_190528_231241/33294059/ccs	10707
m54329U_190528_231241/33883043/ccs	10523
m54329U_190528_231241/34275459/ccs	10338
m54329U_190528_231241/34015033/ccs	10341
m54329U_190528_231241/34277209/ccs	9335
m54329U_190528_231241/34080158/ccs	11066
m54329U_190528_231241/33752526/ccs	10245
m54329U_190528_231241/34537719/ccs	8973
m54329U_190528_231241/34540082/ccs	11450
m54329U_190528_231241/34278131/ccs	10827
m54329U_190528_231241/35127413/ccs	9958
m54329U_190528_231241/34604051/ccs	11308
m54329U_190528_231241/34407054/ccs	10622
m54329U_190528_231241/34866948/ccs	9839
m54329U_190528_231241/35456645/ccs	10305
m54329U_190528_231241/34866140/ccs	10949
m54329U_190528_231241/34735943/ccs	9967
m54329U_190528_231241/33882691/ccs	10239
m54329U_190528_231241/36111465/ccs	9767
m54329U_190528_231241/35259845/ccs	9194
m54329U_190528_231241/35457616/ccs	9823
m54329U_190528_231241/36438350/ccs	10643
m54329U_190528_231241/36309536/ccs	10829
m54329U_190528_231241/36308284/ccs	9632
m54329U_190528_231241/36503880/ccs	10890
m54329U_190528_231241/37028304/ccs	10454
m54329U_190528_231241/36636549/ccs	10220
m54329U_190528_231241/35588242/ccs	10613
m54329U_190528_231241/36767868/ccs	10238
m54329U_190528_231241/36963998/ccs	20196
m54329U_190528_231241/37422848/ccs	9805
m54329U_190528_231241/37358109/ccs	9684
m54329U_190528_231241/37619299/ccs	10430
m54329U_190528_231241/37227002/ccs	10509
m54329U_190528_231241/37554688/ccs	9587
m54329U_190528_231241/38142838/ccs	10444
m54329U_190528_231241/38210187/ccs	10408
m54329U_190528_231241/38535974/ccs	10011
m54329U_190528_231241/38798360/ccs	10679
m54329U_190528_231241/38144006/ccs	9720
m54329U_190528_231241/38405608/ccs	9333
m54329U_190528_231241/38799640/ccs	9421
m54329U_190528_231241/38928523/ccs	10529
m54329U_190528_231241/39321974/ccs	9426
m54329U_190528_231241/39127670/ccs	10172
m54329U_190528_231241/39914170/ccs	10887
m54329U_190528_231241/40044553/ccs	10016
m54329U_190528_231241/39717173/ccs	9342
m54329U_190528_231241/40043408/ccs	10842
m54329U_190528_231241/40437262/ccs	11191
m54329U_190528_231241/40568245/ccs	10693
m54329U_190528_231241/40960435/ccs	10510
m54329U_190528_231241/40962748/ccs	9937
m54329U_190528_231241/40960960/ccs	10260
m54329U_190528_231241/41222553/ccs	10504
m54329U_190528_231241/41355940/ccs	9862
m54329U_190528_231241/41092372/ccs	9726
m54329U_190528_231241/41945864/ccs	10955
m54329U_190528_231241/41944482/ccs	9997
m54329U_190528_231241/42140429/ccs	9995
m54329U_190528_231241/42337844/ccs	9859
m54329U_190528_231241/42993343/ccs	9880
m54329U_190528_231241/43124320/ccs	9835
m54329U_190528_231241/42796913/ccs	656
m54329U_190528_231241/43058943/ccs	11693
m54329U_190528_231241/43125167/ccs	9500
m54329U_190528_231241/43057685/ccs	11609
m54329U_190528_231241/43320130/ccs	9731
m54329U_190528_231241/42862599/ccs	10717
m54329U_190528_231241/43516362/ccs	12258
m54329U_190528_231241/43976442/ccs	9689
m54329U_190528_231241/43976548/ccs	10021
m54329U_190528_231241/44107075/ccs	10054
m54329U_190528_231241/43648010/ccs	10465
m54329U_190528_231241/44042009/ccs	9935
m54329U_190528_231241/43385152/ccs	9574
m54329U_190528_231241/44501839/ccs	11230
m54329U_190528_231241/44827534/ccs	10065
m54329U_190528_231241/44436015/ccs	10104
m54329U_190528_231241/44894439/ccs	10435
m54329U_190528_231241/44827130/ccs	10022
m54329U_190528_231241/44827888/ccs	10667
m54329U_190528_231241/44828093/ccs	10945
m54329U_190528_231241/44434968/ccs	10577
m54329U_190528_231241/45155429/ccs	9926
m54329U_190528_231241/45548875/ccs	11216
m54329U_190528_231241/45483572/ccs	9629
m54329U_190528_231241/45156483/ccs	9304
m54329U_190528_231241/45418917/ccs	10046
m54329U_190528_231241/45286265/ccs	9939
m54329U_190528_231241/45876740/ccs	9741
m54329U_190528_231241/45613655/ccs	11242
m54329U_190528_231241/45877738/ccs	10480
m54329U_190528_231241/46268579/ccs	9784
m54329U_190528_231241/46007606/ccs	9365
m54329U_190528_231241/46466616/ccs	10109
m54329U_190528_231241/46598582/ccs	10115
m54329U_190528_231241/47187132/ccs	10484
m54329U_190528_231241/47186902/ccs	10298
m54329U_190528_231241/46859951/ccs	10085
m54329U_190528_231241/47187670/ccs	10282
m54329U_190528_231241/46401747/ccs	10226
m54329U_190528_231241/47514908/ccs	10407
m54329U_190528_231241/47448800/ccs	9935
m54329U_190528_231241/47383197/ccs	10763
m54329U_190528_231241/46729384/ccs	9815
m54329U_190528_231241/47777170/ccs	10495
m54329U_190528_231241/47907200/ccs	9575
m54329U_190528_231241/47974954/ccs	10373
m54329U_190528_231241/46924111/ccs	10801
m54329U_190528_231241/48432344/ccs	10118
m54329U_190528_231241/48367083/ccs	10932
m54329U_190528_231241/48759846/ccs	11067
m54329U_190528_231241/49153706/ccs	9414
m54329U_190528_231241/48824652/ccs	9072
m54329U_190528_231241/49350246/ccs	9474
m54329U_190528_231241/49154449/ccs	10481
m54329U_190528_231241/48891532/ccs	10269
m54329U_190528_231241/49415746/ccs	11134
m54329U_190528_231241/48891061/ccs	10400
m54329U_190528_231241/49611985/ccs	10151
m54329U_190528_231241/50004672/ccs	10461
m54329U_190528_231241/49481707/ccs	11010
m54329U_190528_231241/49546993/ccs	10128
m54329U_190528_231241/50005255/ccs	11307
m54329U_190528_231241/49873012/ccs	9839
m54329U_190528_231241/49809123/ccs	11084
m54329U_190528_231241/50659844/ccs	9773
m54329U_190528_231241/50922586/ccs	11236
m54329U_190528_231241/50071687/ccs	10999
m54329U_190528_231241/51186192/ccs	9380
m54329U_190528_231241/50989237/ccs	10311
m54329U_190528_231241/51708584/ccs	10820
m54329U_190528_231241/51512228/ccs	11289
m54329U_190528_231241/51708130/ccs	10438
m54329U_190528_231241/52169113/ccs	11751
m54329U_190528_231241/51643171/ccs	10698
m54329U_190528_231241/52365948/ccs	10412
m54329U_190528_231241/52496806/ccs	10930
m54329U_190528_231241/52233586/ccs	11106
m54329U_190528_231241/52627602/ccs	9539
m54329U_190528_231241/51971281/ccs	10712
m54329U_190528_231241/53347226/ccs	9388
m54329U_190528_231241/53150780/ccs	10418
m54329U_190528_231241/53544910/ccs	9801
m54329U_190528_231241/53348199/ccs	10181
m54329U_190528_231241/53346513/ccs	10667
m54329U_190528_231241/53346738/ccs	10507
m54329U_190528_231241/53152155/ccs	11191
m54329U_190528_231241/53871530/ccs	10021
m54329U_190528_231241/53675317/ccs	9943
m54329U_190528_231241/54527179/ccs	10156
m54329U_190528_231241/54003732/ccs	10195
m54329U_190528_231241/54591954/ccs	9702
m54329U_190528_231241/53936314/ccs	9379
m54329U_190528_231241/55050307/ccs	9631
m54329U_190528_231241/55510413/ccs	10340
m54329U_190528_231241/55641365/ccs	10829
m54329U_190528_231241/55837236/ccs	10058
m54329U_190528_231241/55838708/ccs	10224
m54329U_190528_231241/56035491/ccs	9956
m54329U_190528_231241/56361120/ccs	10856
m54329U_190528_231241/56034992/ccs	9935
m54329U_190528_231241/55837092/ccs	10163
m54329U_190528_231241/56428730/ccs	9959
m54329U_190528_231241/56230122/ccs	10873
m54329U_190528_231241/56232501/ccs	668
m54329U_190528_231241/56558867/ccs	9476
m54329U_190528_231241/56754684/ccs	9577
m54329U_190528_231241/57148607/ccs	10533
m54329U_190528_231241/57542762/ccs	9559
m54329U_190528_231241/57542784/ccs	10385
m54329U_190528_231241/57213264/ccs	11250
m54329U_190528_231241/57278584/ccs	10036
m54329U_190528_231241/57149530/ccs	9687
m54329U_190528_231241/57149557/ccs	9617
m54329U_190528_231241/58001821/ccs	9621
m54329U_190528_231241/57409714/ccs	10252
m54329U_190528_231241/57869630/ccs	10596
m54329U_190528_231241/57936646/ccs	10255
m54329U_190528_231241/58262601/ccs	10130
m54329U_190528_231241/57608756/ccs	10071
m54329U_190528_231241/58327718/ccs	11393
m54329U_190528_231241/58394507/ccs	9284
m54329U_190528_231241/58328461/ccs	10519
m54329U_190528_231241/58655154/ccs	9746
m54329U_190528_231241/58788626/ccs	11285
m54329U_190528_231241/58851485/ccs	10132
m54329U_190528_231241/58787860/ccs	10619
m54329U_190528_231241/59180771/ccs	10392
m54329U_190528_231241/58983393/ccs	9876
m54329U_190528_231241/59048705/ccs	10247
m54329U_190528_231241/58854131/ccs	9928
m54329U_190528_231241/59181518/ccs	9878
m54329U_190528_231241/59639233/ccs	9575
m54329U_190528_231241/59443892/ccs	10508
m54329U_190528_231241/59443451/ccs	10327
m54329U_190528_231241/59966821/ccs	10237
m54329U_190528_231241/60295280/ccs	10319
m54329U_190528_231241/60358808/ccs	10552
m54329U_190528_231241/60228102/ccs	10192
m54329U_190528_231241/59770941/ccs	9966
m54329U_190528_231241/60426599/ccs	10618
m54329U_190528_231241/60754053/ccs	10153
m54329U_190528_231241/60031756/ccs	9627
m54329U_190528_231241/60820160/ccs	9476
m54329U_190528_231241/60819031/ccs	9244
m54329U_190528_231241/61606315/ccs	10589
m54329U_190528_231241/61735786/ccs	10446
m54329U_190528_231241/61802432/ccs	9768
m54329U_190528_231241/61671639/ccs	10356
m54329U_190528_231241/62259596/ccs	10304
m54329U_190528_231241/62262039/ccs	11103
m54329U_190528_231241/63046329/ccs	9813
m54329U_190528_231241/62325238/ccs	11160
m54329U_190528_231241/62785845/ccs	9626
m54329U_190528_231241/62587500/ccs	11241
m54329U_190528_231241/62980777/ccs	9997
m54329U_190528_231241/62849659/ccs	10565
m54329U_190528_231241/63178303/ccs	11394
m54329U_190528_231241/63637283/ccs	9858
m54329U_190528_231241/63177384/ccs	10330
m54329U_190528_231241/63307848/ccs	10556
m54329U_190528_231241/63768529/ccs	9767
m54329U_190528_231241/63900069/ccs	9682
m54329U_190528_231241/63965624/ccs	10127
m54329U_190528_231241/63965729/ccs	9763
m54329U_190528_231241/63769073/ccs	10397
m54329U_190528_231241/64488360/ccs	10143
m54329U_190528_231241/64293574/ccs	9544
m54329U_190528_231241/64293108/ccs	10163
m54329U_190528_231241/64226143/ccs	10794
m54329U_190528_231241/64685305/ccs	10168
m54329U_190528_231241/64685615/ccs	9730
m54329U_190528_231241/64488850/ccs	9372
m54329U_190528_231241/64752120/ccs	10868
m54329U_190528_231241/64422157/ccs	10521
m54329U_190528_231241/64227541/ccs	9199
m54329U_190528_231241/65077886/ccs	10427
m54329U_190528_231241/65143499/ccs	10999
m54329U_190528_231241/65143534/ccs	10823
m54329U_190528_231241/65274144/ccs	9538
